Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
BBOG Gulf Coast Basin #220,1011534,,,,,,,,211111,W-ONSH,,,141958.9,47621.25,99.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78258,"18615 Tuscany Stone, STE 300",BEXAR COUNTY,29.61182,-98.49029,189679.98,,,,,,,,,,,,,,
BBX 220 Gulf Coast Basin,1011749,,,,,,,,211111,W-ONSH,,,54282.1,29631.5,67.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Austin,TX,78738,"3698 RR 620 South, Ste. 113",TRAVIS COUNTY,30.370671,-97.746296,83981.246,,,,,,,,,,,,,,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,,,,,,,,211111,W-ONSH,,,58298,127381.5,33.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Houston,TX,77056,"1360 Post Oak Blvd, Suite 150",HARRIS,29.752863,-95.459685,185712.876,,,,,,,,,,,,,,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,,,,,,,,211111,W-ONSH,,,21622.2,75722,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Houston,TX,77056,"1360 Post Oak Blvd, Suite 150",,,,97391.88,,,,,,,,,,,,,,
"BHP Billiton Petrohawk Gulf Coast Basin, AAPG Basin 220",1008630,,,,,,,,211111,W-ONSH,,,641763.7,127767.75,707.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77433,1360 Post Oak Blvd,,,,770238.902,,,,,,,,,,,,,,
"BHP Billiton Petrohawk Permian Basin, AAPG Basin 430",1008632,,,,,,,,211111,W-ONSH,,,722989.2,80332,420.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Tulsa,OK,74136,6100 S. Yale Suite 500,TULSA COUNTY,36.07261,-95.9231,803741.976,,,,,,,,,,,,,,
BOC 220 Gulf Coast Basin Onshore,1008548,,,,,,,,211111,W-ONSH,,,223.9,41500.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Wichita Falls,TX,76301,810 Eighth Street,WICHITA,33.91154,-98.49282,41724.65,,,,,,,,,,,,,,
"BOPCO, L.P. 220 Gulf Coast basin",1009245,,,,,,,,211111,W-ONSH,,,40809.1,25091.75,25.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76102,201 Main St. Suite 3100,TARRANT COUNTY,32.7561,-97.33226,65925.882,,,,,,,,,,,,,,
"BOPCO, L.P. 430 Permian basin",1009030,,,,,,,,211111,W-ONSH,,,179780.4,53442.25,97.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Fort Worth,TX,76102,201 Main St. Suite 3100,TARRANT COUNTY,32.7561,-97.33226,233320.394,,,,,,,,,,,,,,
"BP Alaska, 890 - Arctic Slope Basin",1008172,,,,,,,,211111,W-ONSH,,,79366.2,1888.75,160.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,Prudhoe Bay,AK,99734,,North Slope,70.300735,-148.37037,81415.87,,,,,,,,,,,,,,
BREITBURN OPERATING LP-BASIN 507,1010319,,,,,,,,211111,W-ONSH,,,2749.7,25266,1.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,507 - Central Western Overthrust,GREEN RIVER,WY,82935,"20 SHOSHONE AVE., STE B",SWEETWATER,41.50926,-109.47323,28016.892,,,,,,,,,,,,,,
BREITBURN OPERATING LP-BASIN 535,1010157,,,,,,,,211111,W-ONSH,,,3845.1,112550,2.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,GREEN RIVER,WY,82935,"20 SHOSHONE AVE., STE B",SWEETWATER,41.50926,-109.47323,116397.484,,,,,,,,,,,,,,
BREITBURN OPERATING LP-PRODUCTION,1010320,,,,,,,,211111,W-ONSH,,,52960.9,35046.5,30.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,GAYLORD,MI,49735,1165 ELKVIEW DRIVE,OTSEGO COUNTY,45.01364,-84.67281,88037.498,,,,,,,,,,,,,,
"Badlands Energy, Inc.",1012013,,,,,,,,211111,W-ONSH,,,2230.7,78001,2.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,575 - Uinta Basin,Denver,CO,80237,7979 E. Tufts Ave,,,,80233.786,,,,,,,,,,,,,,
Basin 160A - Appalachia,1010350,,,,,,,,211111,W-ONSH,,,59533.2,21702.5,113.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77070,1001 Noble Energy Way,HARRIS COUNTY,29.960188,-95.558799,81349.536,,,,,,,,,,,,,,
"Basin 220 - Tana Exploration Company, LLC",1012022,,,,,,,,211111,W-ONSH,,,42852,19804.5,278.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Lafayette,LA,70503,4023 Ambassador Caffery Parkway,,,,62934.832,,,,,,,,,,,,,,
Basin 220 South TX & South LA,1008576,,,,,,,,211111,W-ONSH,,,29372.2,3583,29.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Dallas,TX,75201,1900 N. Akard St.,DALLAS COUNTY,32.78748,-96.80243,32984.404,,,,,,,,,,,,,,
Basin 360 Oil & Gas Production,1008029,,,,,,,,211111,W-ONSH,,,279.2,16222.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Enid,OK,73703,502 S. Fillmore,GARFIELD,36.39177,-97.89629,16501.45,,,,,,,,,,,,,,
Basin 395 North Dakota,1008577,,,,,,,,211111,W-ONSH,,,102020.4,4171.75,34.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Dallas,TX,75201,1900 North Akard St.,DALLAS COUNTY,32.78748,-96.80243,106226.718,,,,,,,,,,,,,,
Basin 430 Midland,1008642,,,,,,,,211111,W-ONSH,,,15016.9,25464.5,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Dallas,TX,75201,1900 North Akard St.,DALLAS COUNTY,32.78748,-96.80243,40508.22,,,,,,,,,,,,,,
Basin 540 Denver Julesburg - Noble Energy Inc.,1008270,,,,,,,,211111,W-ONSH,,,497687.7,211600.5,335.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Houston,TX,77070,1001 Noble Energy Way,HARRIS COUNTY,29.960188,-95.558799,709623.45,,,,,,,,,,,,,,
Basin 595 Piceance - Noble Energy Inc.,1008328,,,,,,,,211111,W-ONSH,,,9.2,1552.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,Houston,TX,77070,1001 Noble Energy Way,HARRIS COUNTY,29.960188,-95.558799,1561.7,,,,,,,,,,,,,,
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,,,,,,,,211111,W-ONSH,,,25840.2,20587.5,38.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Denver,CO,80202,"730 17th Street, Suite 610",DENVER COUNTY,39.74629,-104.99193,46465.844,,,,,,,,,,,,,,
Bill Barrett Corporation - Denver Basin (540),1009354,,,,,,,,211111,W-ONSH,,,120391.9,43919,99.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Denver,CO,80202,"1099 18th Street, Suite 2300",DENVER COUNTY,39.74945,-104.99266,164410.73,,,,,,,,,,,,,,
Bill Barrett Corporation - Uinta Basin (575),1009357,,,,,,,,211111,W-ONSH,,,15945.6,125297,34.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,575 - Uinta Basin,Denver,CO,80202,"1099 18th Street, Suite 2300",DENVER COUNTY,39.74945,-104.99266,141277.466,,,,,,,,,,,,,,
Black Hills Exploration and Production (Colorado Piceance Basin Facilties),1012052,,,,,,,,211111,W-ONSH,,,24620,10738.75,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,DeBeque,CO,80163,4321 V2/10 Rd.,,,,35403.45,,,,,,,,,,,,,,
"Black Hills Exploration and Production (New Mexico, San Juan Basin Field Facilities)",1010224,,,,,,,,211111,W-ONSH,,,6135.6,10071.25,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Bloomfield,NM,87413,3200 North 1st St. (PO Box 249),SAN JUAN,36.75668,-107.97866,16209.83,,,,,,,,,,,,,,
"Bluestone Natural Resources 220 Gulf Coast Basin (LA, TX)",1009859,,,,,,,,211111,W-ONSH,,,20108.9,78070.25,11.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Tulsa,OK,74114,"2100 South Utica Avenue, Suite 200",TULSA,36.13328,-95.96726,98190.176,,,,,,,,,,,,,,
Bluestone Natural Resources 400 Ouachita Folded Belt,1009860,,,,,,,,211111,W-ONSH,,,16963.9,27647.5,9.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,400 - Ouachita Folded Belt,Tulsa,OK,74114,"2100 South Utica Avenue, Suite 200",TULSA,36.13328,-95.96726,44620.936,,,,,,,,,,,,,,
Bonanza Creek Energy - Arkla Basin,1010318,,,,,,,,211111,"UU,W-ONSH",,,3073.5,27971,7.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Stamps,AR,71860,213 Lafayette County 36,LAFAYETTE COUNTY,33.310999,-93.490239,31051.652,,,,,,,,,,,,,,
BreitBurn Florida LLC,1010765,,,,,,,,211111,W-ONSH,,,21733.7,175.5,42.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,140 - Florida Platform,Immokalee,FL,34142,909 County Road 846 East,COLLIER,26.418527,-81.405093,21952.112,,,,,,,,,,,,,,
Breitburn Operating LP 260 East Texas,1009811,,,,,,,,211111,W-ONSH,,,226.7,58923.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77010,"1401 McKinney Street, Suite 2400",HARRIS COUNTY,29.75498,-95.36075,59149.95,,,,,,,,,,,,,,
Breitburn Operating LP 430 Permian,1009813,,,,,,,,211111,W-ONSH,,,35863.1,53162,16.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Houston,TX,77010,"1401 McKinney Street, Suite 2400",HARRIS COUNTY,29.75498,-95.36075,89042.086,,,,,,,,,,,,,,
"Burnett Oil Co., Inc. 430 Permian Basin",1010784,,,,,,,,211111,W-ONSH,,,14443.3,48815.75,6.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Fort Worth,TX,76102,801 Cherry St. - Unit #9,TARRANT COUNTY,32.75045,-97.33455,63265.308,,,,,,,,,,,,,,
CCI Gulf Coast Upstream LLC,1010621,,,,,,,,211111,W-ONSH,,,71616.8,38386,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77002,"811 Main Street, Suite 3500",HARRIS,29.75806,-95.36401,110023.66,,,,,,,,,,,,,,
CCI Paradox Upstream LLC 585 Paradox Basin,1010673,,,,,,,,211111,W-ONSH,,,343.1,25918.75,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,585 - Paradox Basin,Houston,TX,77002,"811 Main Street, Suite 3500",HARRIS,29.75806,-95.36401,26263.34,,,,,,,,,,,,,,
"CMO, Inc.",1011081,,,,,,,,211111,W-ONSH,,,45052.3,105.25,25.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Bakersfield,CA,93309,"5001 California Ave., Suite 105",KERN COUNTY,35.36284,-119.05729,45182.582,,,,,,,,,,,,,,
CNX Gas Corporation-160 Appalachian Basin,1008784,,,,,,,,211111,W-ONSH,,,12601.1,37387.25,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Canonsburg,PA,15317,1000 Consol Energy Drive,WASHINGTON,40.27724,-80.16623,49992.82,,,,,,,,,,,,,,
CNX Gas Corporation-160A Appalachian Basin Eastern Overthrust Area,1008783,,,,,,,,211111,W-ONSH,,,93483.5,494590,25.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,1000 Consol Energy Drive,WASHINGTON,40.27724,-80.16623,588099.426,,,,,,,,,,,,,,
COG Operating LLC  430 Permian Basin,1009707,,,,,,,,211111,W-ONSH,,,83269.7,117230,236.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79701,"550 West Texas Avenue, Suite 100",MIDLAND,31.99845,-102.079948,200736.61,,,,,,,,,,,,,,
CRI 345 Arkoma,1009571,,,,,,,,211111,W-ONSH,,,1621.9,10665.75,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Oklahoma City,OK,73102,20 North Broadway,OKLAHOMA COUNTY,35.46734,-97.51406,12288.544,,,,,,,,,,,,,,
CRI 350 SOK Folded Belt,1011191,,,,,,,,211111,W-ONSH,,,103419.9,16260.25,205.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73102,20 N Broadway,OKLAHOMA COUNTY,35.46734,-97.51406,119886.068,,,,,,,,,,,,,,
CRI 355 Chautauqua,1008469,,,,,,,,211111,W-ONSH,,,3295.8,14240.25,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,Oklahoma City,OK,73102,20 N Broadway,GARFIELD,36.399014,-97.87992,17537.54,,,,,,,,,,,,,,
CRI 360 Anadarko,1008472,,,,,,,,211111,W-ONSH,,,183251.8,72658.25,328.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73102,20 N Broadway,,,,256238.148,,,,,,,,,,,,,,
CRI 395 Williston,1008471,,,,,,,,211111,W-ONSH,,,1115809.8,115856,822.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Oklahoma City,OK,73102,20 N Broadway,,,,1232487.982,,,,,,,,,,,,,,
Cabot OIl & Gas Corporation 260 East Texas Basin,1008579,,,,,,,,211111,W-ONSH,,,19388.6,16201.25,12.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",HARRIS COUNTY,29.77733,-95.54268,35602.068,,,,,,,,,,,,,,
Cabot Oil & Gas Corporation 160 Appalachian Basin,1008502,,,,,,,,211111,W-ONSH,,,2479.2,12633.75,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",HARRIS COUNTY,29.77733,-95.54268,15114.44,,,,,,,,,,,,,,
Cabot Oil & Gas Corporation 160A Appalachian Basin (Eastern Overthrust area),1008503,,,,,,,,211111,W-ONSH,,,68348.7,184162.25,135.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77024,"Three Memorial City Plaza 840 Gessner Road, Suite 1400",HARRIS COUNTY,29.77733,-95.54268,252646.242,,,,,,,,,,,,,,
Cabot Oil & Gas Corporation 220 Gulf Coast Basin,1008439,,,,,,,,211111,W-ONSH,,,158745.8,12468,300.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"Three Memorial City Plaza, 840 Gessner Road, Suite 1400",HARRIS COUNTY,29.77733,-95.54268,171514.184,,,,,,,,,,,,,,
Caerus Oil and Gas Green River Basin (535) Operations,1009258,,,,,,,,211111,W-ONSH,,,687.6,11268.75,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Denver,CO,80202,"600 17th Street, Suite 1600N",DENVER COUNTY,39.74529,-104.99079,11956.648,,,,,,,,,,,,,,
Caerus Piceance LLC,1008296,,,,,,,,211111,W-ONSH,,,15289.1,46201.75,30.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,Parachute,CO,81635,"120 North Railroad Avenue, Suite D",DENVER COUNTY,39.74453,-104.98517,61521.246,,,,,,,,,,,,,,
"California Resources Elk Hills, LLC - San Joaquin Valley Production Basin",1008406,,,,,,,,211111,W-ONSH,,,9486.6,12932.75,5.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Los Angeles,CA,90024,10889 Wilshire Boulevard,LOS ANGELES,34.05893,-118.44336,22425.012,,,,,,,,,,,,,,
California Resources Production Corporation – Sacramento Valley Basin 730,1008405,,,,,,,,211111,W-ONSH,,,69168.1,146326.75,40.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,730 - Sacramento Basin,Bakersfield,CA,93311,11109 River Run Blvd.,,,,215535.676,,,,,,,,,,,,,,
California Resources Production Corporation – San Joaquin Valley Basin 745,1008402,,,,,,,,211111,W-ONSH,,,11594.9,45697.75,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,745 - San Joaquin Basin,Bakersfield,CA,93311,11109 River Run Blvd,,,,57316.49,,,,,,,,,,,,,,
Carrizo Gas & Oil - Basin 540,1009731,,,,,,,,211111,W-ONSH,,,18389.6,19538.5,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Houston,TX,77002,"500 Dallas Street, Suite 2300",HARRIS COUNTY,29.75754,-95.37039,37940.02,,,,,,,,,,,,,,
Carrizo Oil & Gas - Basin 160A,1009732,,,,,,,,211111,W-ONSH,,,3660.8,27828.5,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Houston,TX,77002,"500 Dallas Street, Suite 2300",HARRIS COUNTY,29.75754,-95.37039,31492.28,,,,,,,,,,,,,,
Carrizo Oil & Gas - Basin 220,1009728,,,,,,,,211111,W-ONSH,,,125105.4,89474.5,134.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"500 Dallas Street, Suite 2300",HARRIS COUNTY,29.75754,-95.37039,214714,,,,,,,,,,,,,,
"Centennial Resource Production, LLC",1011690,,,,,,,,211111,W-ONSH,,,13520.8,11349.25,286.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Denver,CO,80202,1401 17th Street,DENVER COUNTY,39.751341,-104.996991,25156.13,,,,,,,,,,,,,,
Central Western Overthrust - AAPG Province 507,1008264,,,,,,,,211111,W-ONSH,,,1732.6,164011.5,2.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,507 - Central Western Overthrust,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74945,-104.99266,165746.484,,,,,,,,,,,,,,
Central Western Overthrust Wexpro Company,1008170,,,,,,,,211111,W-ONSH,,,1173.9,96706.75,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,507 - Central Western Overthrust,Salt Lake City,UT,84101,1140 West 200 South,SALT LAKE COUNTY,40.76613,-111.92438,97881.246,,,,,,,,,,,,,,
Chautauqua platform N&G 355,1010059,,,,,,,,211111,W-ONSH,,,30.8,2396.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,355 - Chautauqua Platform,Hominy,OK,74035,801 County Rd 1807,OSAGE COUNTY,36.396819,-96.365157,2427.3,,,,,,,,,,,,,,
"Chesapeake Appalachia LLC, 160 - Appalachian Basin",1008521,,,,,,,,211111,W-ONSH,,,6209.1,30298.75,10.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,36518.578,,,,,,,,,,,,,,
"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",1008523,,,,,,,,211111,W-ONSH,,,32646.4,115352.25,66.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,148065.402,,,,,,,,,,,,,,
"Chesapeake Exploration LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",1008524,,,,,,,,211111,W-ONSH,,,178489.8,231368.5,280.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,410138.718,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 220 - Gulf Coast Basin",1008526,,,,,,,,211111,W-ONSH,,,478179.3,389116.75,509.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,867805.928,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 230 - Arkla Basin",1008527,,,,,,,,211111,W-ONSH,,,87126.9,149221.5,197.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,236545.974,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 260 - East Texas Basin",1008528,,,,,,,,211111,W-ONSH,,,272.5,190.25,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,463.346,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 345 - Arkoma Basin",1009310,,,,,,,,211111,W-ONSH,,,16185.4,82821,9.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,99015.638,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 350 - South Oklahoma Folded Belt",1008529,,,,,,,,211111,W-ONSH,,,6071.9,27249.25,3.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,350 - South Oklahoma Folded Belt,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,33325.024,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 360 - Anadarko Basin",1008530,,,,,,,,211111,W-ONSH,,,668166.4,1162146.5,444.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,1830756.92,,,,,,,,,,,,,,
"Chesapeake Operating Inc., 415 - Strawn Basin",1008536,,,,,,,,211111,W-ONSH,,,262714.6,567521.75,165.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,415 - Strawn Basin,Oklahoma City,OK,73118,6100 N. Western Avenue,OKLAHOMA COUNTY,35.53366,-97.52924,830402.336,,,,,,,,,,,,,,
