Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
Hamiliton Sunstrand,1007076,Rockford,IL,61125,2421 11th street,Winnebago,42.23993,-89.07227,336413,C,Other,1177.696,1176.6,0.5,0.596,,,,,,,,,,1177.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Municipal Power Plant,1000856,Hamilton,OH,45011,960 N 3RD ST,Butler,39.4099,-84.5544,221112,"C,D",Power Plants,1955.744,1954.1,0.75,0.894,,,,,,,,,,1955.744,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Sundstrand - plant 6,1007077,Rockford,IL,61125,4747 Harrison ave,Winnebago,42.23495,-89.02559,336413,C,Other,3086.186,3082.6,1.5,2.086,,,,,,,,,,3086.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Sundstrand Corporation,1008928,Windsor Locks,CT,6096,1 Hamilton Road,Hartford,41.925474,-72.687405,336413,C,Other,30877.836,30846.6,14.25,16.986,,,,,,,,,,30877.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hamm Sanitary Landfill,1005117,Lawrence,KS,66044,16984 3rd Street,Douglas,38.97313,-95.235888,562212,"C,HH",Waste,311736.748,99.7,311636.75,0.298,,,,,,,,,,99.998,,,,,,,,,,,,,,,,,,,,,,,,,,,311636.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hammerhead CPF-1,1008774,Judsonia,AR,72081,301 King Loop Road,White,35.476692,-91.69148,213112,C,Petroleum and Natural Gas Systems,16403.788,16386.8,7.75,9.238,,,,,,,,,,16403.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hammond,1001506,Rome,GA,30129,5963 ALABAMA HWY SW,Floyd,34.2533,-85.3456,221112,D,Power Plants,1311394.398,1300979.7,3806.25,6608.448,,,,,,,,,,,1311394.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hancock Compressor Station,1011667,Carthage,TX,75633,,Panola,32.09,-94.2572,486210,C,Petroleum and Natural Gas Systems,29992.788,29962.1,14,16.688,,,,,,,,,,29992.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hancock Peakers,1000333,Commerce Township,MI,48390,1781 HAGGERTY HWY,Oakland,42.5497,-83.4425,221112,"C,D",Power Plants,396.3,396.3,,,,,,,,,,,,164.4,231.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Handley Generating Station,1000942,Fort Worth,TX,76112,6604 EAST ROSEDALE ST,Tarrant,32.7278,-97.2186,221112,"C,D",Power Plants,252105.716,251849.8,116.75,139.166,,,,,,,,,,0,252105.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Handsome Lake Energy,1001378,Kennerdell,PA,16374,173 Cornplanter Lane,Venango,41.2908,-79.8061,221112,D,Power Plants,101487.224,101384.2,47,56.024,,,,,,,,,,,101487.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hanford Energy Park Peaker,1000130,Hanford,CA,93230,10550 IDAHO AVE,Kings,36.2689,-119.6469,221112,D,Power Plants,54802.648,54747.3,25.25,30.098,,,,,,,,,,,54802.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Hankinson Renewable Energy, LLC",1004702,Hankinson,ND,58041,9230 County Road 1,Richland,46.073186,-96.886775,325193,C,Other,176649.184,176466.7,83.25,99.234,,,,,,,,,,176649.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hanover (TE),1011617,Florham Park,NJ,7932,,Morris,40.7919444,-74.4291667,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,25348.804,25296,38.5,14.304,,,,,,,,,,25322.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harbor Generating Station,1001455,Wilmington,CA,90744,161 N ISLAND AVE,Los Angeles,33.7691,-118.2662,221112,D,Power Plants,55756.9,55690.9,28.75,37.25,,,,,,,,,1663.5,,55756.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hardee Power Station,1001254,Bowling Green,FL,33834,6695 COUNTY ROAD 663 N,Hardee,27.6364,-81.9636,221112,"C,D",Power Plants,373204.514,372825,173,206.514,,,,,,,,,,363046.704,10157.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County Landfill,1007240,Elizabethtown,KY,42701,1620 Audubon Trace,Hardin,37.72708,-85.724579,562212,HH,Waste,157554.25,,157554.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157554.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hardin County Peaking Facility,1000530,Kountze,TX,77625,7 MI SOUTHEAST OF KOUNTZE,Hardin,30.3039,-94.2527,221112,"C,D",Power Plants,73011.428,72936.9,34,40.528,,,,,,,,,,34.8,72976.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hardin Generating Station,1000157,Hardin,MT,59034,RT 1 BX 1144A SUGAR FACTORY RD,Big Horn,45.7578,-107.6,221112,"C,D",Power Plants,615245.128,610423.6,1763.75,3057.778,,,,,,,,,,571.848,614673.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Harding Street Station (EW Stout),1001533,Indianapolis,IN,46217,3700 SOUTH HARDING ST,Marion,39.7119,-86.1975,221112,"C,D",Power Plants,3267297.282,3242560,9067.25,15670.032,,,,,,,,,,829.388,3266467.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Harford Waste-To-Energy Facility,1005922,Joppa,MD,21085,1 MAGNOLIA ROAD,Harford,39.40431,-76.31982,562213,C,Waste,58412.138,55747,1039.25,1625.888,,,,,,,,,62022.6,58412.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hargis-Hebert Electric Generating Statio,1007327,Lafayette,LA,70508,300 BEAU PRE ROAD,Lafayette,30.1694,-91.9923,221112,"C,D",Power Plants,14364.296,14349.5,6.75,8.046,,,,,,,,,,64.2,14300.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harlem River Yard,1000116,Bronx,NY,10454,680 780E 132ND ST,Bronx,40.7989,-73.9147,221112,"C,D",Power Plants,25803.504,25777.2,12,14.304,,,,,,,,,,89.2,25714.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harllee Branch,1001507,Milledgeville,GA,31061,1100 MILLEDGEVILLE ROAD,Putnam,33.1942,-83.2994,221112,D,Power Plants,809579.166,803111.6,2365,4102.566,,,,,,,,,,,809579.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Harmony Compressor Station,1008009,Searcy,AR,72143,170 North Smyrna Rd.,White,35.255486,-91.844772,211111,"C,W-PROC",Petroleum and Natural Gas Systems,105296.43,103680.7,1575.5,40.23,,,,,,,,,,71546.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harrington Station,1001042,Amarillo,TX,79108,8400 N LAKESIDE DR,Potter,35.2972,-101.7475,221112,D,Power Plants,5944916.23,5913797.4,1554.25,29564.58,,,,,,,,,,,5944916.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County Mine,1008764,Mannington,WV,26582,71 Camp Run Rd,Marion,39.515786,-80.443964,212112,"C,FF",Other,1981593.632,4951.7,1976639.25,2.682,,,,,,,,,,4956.632,,,,,,,,,,,,,,,,,,,,,,,,,1976637,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harrison County Power Project,1000145,Marshall,TX,75670,12039 SH 43 SOUTH,Harrison,32.3958,-94.4361,221112,D,Power Plants,620083.352,619453.7,287.25,342.402,,,,,,,,,,,620083.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Hub Fractionation Plant,1011270,Scio,OH,43988,37905 Crimm Rd,Harrison,40.405983,-81.113211,211112,"C,NN-FRAC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",69539.788,69468,32.75,39.038,,,,,,,,,,69539.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Power Station,1007793,Haywood,WV,26366,ROUTE 20,Harrison,39.3844,-80.3325,221112,"C,D",Power Plants,1.07E+07,1.06E+07,2847.25,54298.878,,,,,,,,,,2.8,1.07E+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
"Harrison Station - Dominion Transmission, Inc",1000204,Harrison Valley,PA,16927,1001 Pleasant Valley Road,Potter,41.980154,-77.686887,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,14678.752,12710.1,1961.5,7.152,,,,,,,,,,12720.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harrison West Compressor Station,1011938,Freeport,OH,43973,,Harrison,40.209078,-81.2167,211111,C,Petroleum and Natural Gas Systems,28077.244,28048.2,13.25,15.794,,,,,,,,,,28077.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harry Allen,1006804,Las Vegas,NV,89124,14601 NORTH LAS VEGAS BLVD,Clark,36.425,-114.9,221112,D,Power Plants,1463196.728,1461711.1,677.75,807.878,,,,,,,,,,,1463196.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harry D. Mattison Power Plant,1000487,Tontitown,AR,72762,3046 West Liberty Avenue,Washington,36.1855,-94.2841,221112,D,Power Plants,16743.088,16726.1,7.75,9.238,,,,,,,,,,,16743.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harsco Metals,1001346,E. Chicago,IN,46312,3236 WATING ST.,Lake,41.654051,-87.446885,327992,C,Minerals,482.748,482.2,0.25,0.298,,,,,,,,,,482.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Hospital Cogeneration Facility,1010343,Hartford,CT,6106,19 Jefferson St,Hartford,41.75503,-72.67732,221330,C,Power Plants,50047.412,49995.9,23.5,28.012,,,,,,,,,,50047.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Landfill,1002796,Hartford,CT,6103,180 Liebert Road,Hartford,41.792361,-72.651569,562212,"C,HH",Waste,2562.9,20.4,2542.5,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Steam - Columbus Plant,1010109,Hartford,CT,6103,60 Columbus Blvd,Hartford,41.76135,-72.66915,221330,C,Power Plants,40967.644,40924.9,19.5,23.244,,,,,,,,,,40967.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hartman Ranch Compressor Station,1009841,George West,TX,78022,,Live Oak,28.284414,-98.292636,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,2840.15,482.9,2357.25,,,,,,,,,,,480.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hartwell Energy Facility,1000085,Hartwell,GA,30643,415 SMITH MCGEE HWY,Hart,34.3387,-82.8207,221112,D,Power Plants,28703.44,28662.6,17,23.84,,,,,,,,,,,28703.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Harvey Mine,1011503,Richhill,PA,15380,,Greene,39.9705,-80.4141,212112,FF,Other,1096198,,1096198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096198,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Hastings Extraction Plant - Dominion Transmission, Inc",1003535,Pine Grove,WV,26419,14508 Shortline Hwy,Wetzel,39.55139,-80.67806,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",27911.396,27794.4,101.5,15.496,,,,,,,,,,27822.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hatters Pond Gas Plant,1007657,Creola,AL,36525,1340 Radcliff Road,Mobile,30.891582,-88.0668,211111,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",68779.744,67481.3,1267.75,30.694,,,,,,,,,,51991.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hattiesburg Gas Storage and Petal Gas Storage Compressor Station,1004764,Petal,MS,39465,1382 Highway 11 North,Forrest,31.379806,-89.260583,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,47525.104,12287,35231.25,6.854,,,,,,,,,,12258.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Havana,1001524,Havana,IL,62644,15260 N STATE ROUTE 78,Mason,40.2797,-90.0775,221112,"C,D",Power Plants,2240246.212,2222724.1,6408.5,11113.612,,,,,,,,,,1577.244,2238668.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Haven Gas Plant,1012038,Haven,KS,67543,,Reno,37.904038,-97.810457,211112,"C,W-PROC",Petroleum and Natural Gas Systems,213943.334,70809.2,143094.5,39.634,,,,,,,,,,70839.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hawk Road Energy Facility,1005921,Franklin,GA,30217,624 HAWK RD,Heard,33.3577,-84.9912,221112,D,Power Plants,214560.256,214342.7,99.25,118.306,,,,,,,,,,,214560.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Hawkeye Energy Greenport, LLC",1000322,Greenport,NY,11944,1885 MOORE'S LANE,Suffolk,41.1056,-72.3767,221112,D,Power Plants,15098.904,15047,15.25,36.654,,,,,,,,,,,15098.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins Gas Plant,1002676,Hawkins,TX,75765,,Wood,32.6105,-95.1957,211111,"C,W-PROC",Petroleum and Natural Gas Systems,159398.27,145032.3,14287,78.97,,,,,,,,,,67997.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hawkville North East Central Delivery Point,1011530,Tilden,TX,78072,2289 Hwy 16 South,Mcmullen,28.353343,-98.559177,211111,"C,W-PROC",Petroleum and Natural Gas Systems,74017.718,68757.3,5240.75,19.668,,,,,,,,,,34968.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hawthorn,1000705,Kansas City,MO,64120,8700 E. Front Street,Jackson,39.1306,-94.4778,221112,"C,D",Power Plants,3145642.312,3129360.3,832.5,15449.512,,,,,,,,,,713.048,3144929.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hay Road,1001082,Wilmington,DE,19809,198 HAY ROAD,New Castle,39.7436,-75.5072,221112,D,Power Plants,1867758.008,1865732.8,894,1131.208,,,,,,,,,,,1867758.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hayden,1001466,Hayden,CO,81639,12795 E YUTE,Routt,40.4856,-107.185,221112,"C,D",Power Plants,3088889.426,3072340.6,825.75,15723.076,,,,,,,,,,24.8,3088864.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hayes Gulch Compressor Station,1003014,Parachute,CO,81635,,Garfield,39.466732,-108.051398,213112,C,Petroleum and Natural Gas Systems,25844.752,25817.9,12.25,14.602,,,,,,,,,,25844.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Haynes Generating Station,1006097,Long Beach,CA,90803,6801 E 2ND ST,Los Angeles,33.7639,-118.0942,221112,"C,D",Power Plants,1106103.962,1104522.5,652,929.462,,,,,,,,,85777,0.1,1106103.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hays Energy Facility,1001335,San Marcos,TX,78666,1601 FRANCIS HARRIS LN,Hays,29.7806,-97.9894,221112,"C,D",Power Plants,1818804.56,1816957.8,842.5,1004.26,,,,,,,,,,1372.044,1817432.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Headlee Plant,1001767,Odessa,TX,79762,501 S. Loop 338,Harris,29.75558,-95.37175,211112,"C,W-PROC",Petroleum and Natural Gas Systems,111318.628,107696.2,3567,55.428,,,,,,,,,,84866.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Heath Compressor Station,1002936,Rifle,CO,81650,,Garfield,39.497639,-107.884743,213112,C,Petroleum and Natural Gas Systems,37520.208,37481.3,17.75,21.158,,,,,,,,,,37520.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hecla Greens Creek Mine,1006162,Juneau,AK,99801,3000 Vintage Blvd 300,Juneau,58.081802,-134.641206,212231,C,Other,5024.82,5007.9,5,11.92,,,,,,,,,,5024.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Heilwood Mine,1011909,Heilwood,PA,15745,6314 Route 403 Hwy S,,,,212112,FF,Other,28495,,28495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28495,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Helena Stabilizer,1011502,Helena,TX,78118,5865 N. FM 80,Karnes,28.953336,-97.823717,211112,C,Petroleum and Natural Gas Systems,36509.812,36472,17.25,20.562,,,,,,,,,,36509.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hell Gate,1005913,Bronx,NY,10454,910 E 134TH ST LOCUST AVE,Bronx,40.7988,-73.9093,221112,"C,D",Power Plants,26774.852,26748,12.25,14.602,,,,,,,,,,87.6,26687.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Henderson Compressor Station,1005429,Montague,TX,76251,8911 FM 455,Montague,33.585073,-97.656544,211111,C,Petroleum and Natural Gas Systems,57827.232,57767.5,27.25,32.482,,,,,,,,,,57827.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hennepin Power Station,1001525,Hennepin,IL,61327,13498 EAST 800TH ST,Putnam,41.3017,-89.3136,221112,"C,D",Power Plants,1667657.9,1654618.4,4770,8269.5,,,,,,,,,,14,1667643.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Henrietta Peaker Plant,1000283,Lemoore,CA,93245,16027 25TH AVE,Kings,36.2397,-119.9044,221112,D,Power Plants,56420.392,56363.4,26,30.992,,,,,,,,,,,56420.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Henry County Generating Station,1001145,New Castle,IN,47362,6045 WEST SR 38,Henry,39.9528,-85.5039,221112,D,Power Plants,86499.228,86411,40.25,47.978,,,,,,,,,,,86499.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Herminie Compressor Station,1011161,West Newton,PA,15089,348 Apples Mills Road,Westmoreland,40.236138,-79.757049,213112,C,Petroleum and Natural Gas Systems,34747.12,34711.5,16.25,19.37,,,,,,,,,,34747.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Hermiston Power, LLC",1000788,Hermiston,OR,97838,78910 SIMPLOT ROAD,Umatilla,45.7931,-119.3117,221112,D,Power Plants,1592856.696,1591266.4,725.5,864.796,,,,,,,,,,,1592856.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hexion Inc,1008786,Louisville,KY,40216,6200 Campground Road,Jefferson,38.195278,-85.872222,325211,C,Other,22476.216,22453.2,10.5,12.516,,,,,,,,,,22476.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hibbard Energy Center,1000688,Duluth,MN,55807,4913 MAIN ST,St. Louis,46.7356,-92.1531,221330,D,Power Plants,23825.28,21112.2,415.5,2297.58,,,,,,,,,192611.2,,23825.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Hibbing Taconite Company,1005116,Hibbing,MN,55746,4950 County Highway 5 North,Saint Louis,47.476831,-92.967271,212210,"C,Q",Metals,245885.06,245860.4,11.25,13.41,,,,,,,,,,23683.06,,,,,,,,,,,,222202,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Hickory Ridge Landfill, Inc.",1007073,Baylis,IL,62314,32246 375th Street,Pike,39.724998,-90.833099,562212,HH,Waste,46273.75,,46273.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46273.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Valley Landfill,1004384,Puyallup,WA,98375,17925 Meridian Street East,Pierce,47.095,-122.2878,562212,HH,Waste,115795,,115795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115795,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
High Bridge,1000690,Saint Paul,MN,55102,155 Randolph Road,Ramsey,44.9331,-93.1075,221112,"C,D",Power Plants,777393.02,776603.9,360,429.12,,,,,,,,,,222.3,777170.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
High Desert Power Project,1000070,Victorville,CA,92394,19000 PERIMETER RD/STE 102,San Bernardino,34.5953,-117.3647,221112,"C,D",Power Plants,1442760.104,1441295.3,668.25,796.554,,,,,,,,,,15.1,1442745.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Highway 59 Landfill,1006216,Merced,CA,95348,7040 North Hwy 59,Merced,37.3939,-120.4981,562212,HH,Waste,30065,,30065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30065,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Highwood Generating Station,1001696,Great Falls,MT,59406,369 Salem Road,Cascade,47.55,-111.03,221112,"C,D",Power Plants,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hiland Partners Badlands Gas Plant,1009851,Rhame,ND,58651,15806 92 nd Street SW,Bowman,46.090012,-103.660456,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",92779.816,90212.6,2547.25,19.966,,,,,,,,,,34282.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Hiland Partners Bakken Gathering Plant,1011017,Sidney,MT,59270,34538 County Road 130,Richland,47.790853,-104.264714,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",39452.858,38118.7,1313,21.158,,,,,,,,,,35757.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
